SOLD_MONTH,CITY,ZIP,PRICE,BEDS,BATHS,SQUAREFEET,LOTSIZE,YEARBUILT,Price_per_sqrt,MLS,LATITUDE,LONGITUDE,HOUSE_DES
6/1/2022,Frisco,75035,859900,5,4.5,3757,11631,2021,229,14730740,33.213154,-96.7978861,"Rich with possibilities, the Keats encourages self-expression and a carefree lifestyle. Turn an upstairs bedroom into a study where you can work on your novel. You’ll be close by when your teen needs help with her English homework. Need inspiration? It’s a short walk to the media room you turned into a free-spirited meditation center. Downstairs offers plenty of room to relax and be creative. Try a new recipe in the gourmet kitchen. Dream up new decorating ideas under the vaulted ceiling of your family room. There’s also nothing wrong with a nap in the primary suite to recharge your batteries and set the tone for the rest of the day."
6/1/2022,Frisco,75035,600000,3,2,2246,7492,2018,267,20063659,33.1920929,-96.7695379,"**Highest and best offers due this Sunday, June 5th at 12:00 noon, thank you**Welcome home to this beautiful one story home situated in Prairie View, a central Frisco location zoned to Prosper ISD schools. Wood floors & soaring ceilings welcome you in an open, flowing floorpan with front study & formal dining. Down the hall is the chef’s kitchen opening up to the living room & breakfast area. The kitchen, breakfast & living room are all open to each other, making it easy for everyone to be together, whether cooking or eating. Stay organized at built in planning center. Spacious gourmet kitchen offers crisp white cabinets, granite counters, stainless steel appliances, gas cooktop & large island. Relax in the family room with windows overlooking the backyard allowing for tons of natural light plus beautiful Austin stone fireplace. Primary bedroom is a private, relaxing retreat with spa-like ensuite bath. Covered patio out back is great spot for entertaining friends & family!"
11/1/2021,Frisco,75035,499990,3,2,2204,6316,2019,227,14674741,33.1928726,-96.7695996,"Frisco beauty zoned to Prosper ISD. Gorgeous American Legend 3 bedroom, 2 bathroom plus study and 3 car tandem garage in Prairieview 55's. Wood floors throughout main living areas, halls and entry. Upgraded lighting and plantation shutters. Eat in kitchen with large island, granite countertops, SS appliances including gas range with vented hood. Large 14 x 15.5 primary suite featuring dual sinks, extended countertop and large walk in closet. Energy efficient with tankless water heater. Covered outdoor living with extended slab. Gated rear entry garage with motorized electric gate. Transferrable builder warranty thru 2028."
8/1/2022,Frisco,75035,600000,4,2.5,2543,8930,2019,236,20128842,33.2035124,-96.7817329,"*Virtual Tour Available* Light and bright 1-level Pulte home only 4 miles from the new PGA HQ and located within Prosper ISD! There is so much to love about this home starting with the grey wood-look ceramic tile planks in the main living areas, plantation shutters, oversized garage, and covered back porch. This is the open layout you have been looking for and there's plenty of storage, too. You also won't need to sacrifice a bedroom for a home office because of the private office with full lite French doors. The chef in your family will love cooking on the granite counters and large island in the kitchen plus the deluxe appliance package featuring a 5-burner gas cooktop. Another huge bonus is that this home gets a ton of natural light but your utility bills won't suffer because of modern insulation values."
5/1/2021,Frisco,75035,715000,4,3.5,3710,10019,2019,193,14541772,33.1922034,-96.7871723,"Sought after Miramonte home with Prosper ISD! Beautiful curb appeal with spacious 3.5 car garage. French doors off the grand foyer lead to the study. Formal dining room with butler's pantry into your dream kitchen. Glass upper cabinets and double oven with gorgeous island! Open breakfast area and living room make this space perfect for entertaining. Oversized master bedroom with tall ceilings. Master bathroom with dual vanities, large soak in tub, and enormous walk-in shower. Secondary guest suite downstairs with private bathroom. Upstairs has large game area and media room complete with surround sound. Two more bedrooms with jack and jill bath complete this home! Huge backyard ready for a pool! Don't miss out!"
4/1/2021,Frisco,75035,465000,4,3,2535,7971,2016,183,14528597,33.19045,-96.7724244,"D. Weekley home with wonderful floorplan. Open kitchen overlooks livingrm & boasts a striking island with dining bar, SS appliances, incl 6 burner gas cooktop & double ovens. The study with french doors is just off the foyer & has a patio door. Cozy up to the fireplace in well appointed living area that overlooks the backyard with extended partially covered patio. Floored attic space for storage. Designated fridge outlet in utility. Roof replaced in 2019. Lightning Protecting System. Walking distance to community pool, parks, and covered amenity center with outdoor fireplace. 8 camera security system, cabinet in garage, and refrigerator stay. MULTIPLE OFFERS RECEIVED, BEST & FINAL DUE BY 6 PM MAR 13."
7/1/2022,Frisco,75035,699000,4,3,3035,6665,2017,230,20064867,33.1918995,-96.7730937,"Better than the new Highland-built home in the popular Prairie View subdivision! The home is located in Prosper ISD & is facing East. Beautiful light hardwood floors throughout the entryway, dining, kitchen, and living room. Carpet and tile in the bedrooms. Large island looking into the living room with plenty of room for barstools and entertaining your guests. The home has tall ceilings making it feel even more spacious with 8-foot doors. The subdivision has a resort-style pool with jogging trails, parks, and playgrounds. The covered patio offers plenty of room for entertainment, pets, or play. BONUS: Seller is including an almost new water-softening system that is throughout the house. The seller installed a new Home theater system and Wired surround sound system in the Media Room. Media room equipment, Washer Dryer and Refrigerator will be conveyed with a good offer. This home has a ton of upgrades for the price- Schedule a showing today!"
4/1/2022,Frisco,75035,675000,4,2.5,2272,8712,2011,297,20015079,33.193181,-96.794784,"A must see in Frisco! This beautiful one-story home is located in the desirable Crown Ridge Community. This home has so many wonderful amenities including an open floor plan with the kitchen open to large living area with fireplace & tray style ceilings. The kitchen features stainless steel appliances, granite countertops, a center island with bar stool seating, and secretary desk area. The covered rear patio offers a built-in grill & overlooks the gorgeous, heated pool with attached spa ready for you to enjoy with friends and family. The home is in immaculate condition and move in ready. Community amenities to include two pools, playgrounds, catch and release pond and close to great Prosper ISD schools."
5/1/2021,Frisco,75035,565000,5,4,3390,8712,2010,167,14542059,33.1904592,-96.7967131,"Don't miss this Frisco home with the coveted Prosper ISD schools! Meticulously maintained, this home boasts beautiful engineered wood flooring in most of the first floor, including the master bedroom! Open kitchen concept makes this home great for entertaining! Large study could be 5th bdrm with 2nd full bathroom down. Spacious living room & master suite both with views of the backyard oasis! Large laundry room, plantation shutters, gas fire place, and a huge game room & media room! 3 large bdrms up plus 2 more baths. Backyard paradise features saltwater pool, custom covered patio and sunshade; plenty of grass to play and so much more to offer in this gorgeous home! Don't miss out on this awesome neighborhood!"
7/1/2022,Frisco,75035,665000,5,4,3239,7405,2006,205,20064682,33.1912961,-96.7957925,"This one of a kind property has 4 bedrooms and 3 full bathrooms on the first floor! Entering this home you are greeted by a large foyer with natural light streaming into the study followed by a dining room and great room. Complete with an open floor plan, fireplace and eat in kitchen that features granite counter tops, tile backsplash, stainless steel appliances, gas stove and double sinks. The secluded primary bedroom has views into the private backyard and features a sitting area, ensuite that has a separate shower, two sinks and two closets. Upstairs is a flex space that could be used as a game room and a private bedroom and bath. Outdoors the property is enclosed with a board on board 8 foot privacy fence. The extended patio has a sitting area and would be great for entertaining. This home is close to shopping, restaurants, major highways and schools."
5/1/2022,Frisco,75035,895000,5,4.5,4210,8973,2016,213,20011618,33.191301,-96.775853,"Wow! Looks like brand new home ready now! A welcoming covered front porch greets you, perfect for rocking chairs or a swing. Awesome Home in the Frisco Prairie View subdivision with Prosper ISD schools! Excellent floor plan - Master down & 4 large bedrooms plus game room & media room up. 2 story, 5 bedrooms, 4 full baths, 1 powder bath, 2 dining areas, study, game room, media room and 3 car tandem garage. This home features hand scraped hardwood floors in downstairs living spaces, granite countertops in the kitchen and master bath, stone elevation and tankless water heater. Electrical Back fence gate. Two brand new ac coils in 2021. Brand New Carpets are installed now. Refrigerator will stay with the house. MUST SEE!!!"
8/1/2022,Frisco,75035,619000,4,2.5,2445,8102,2016,253,20084016,33.1926445,-96.7810844,"Barely lived in Beazer home located in the highly desirable Miramonte neighborhood which feeds into exemplary Prosper ISD. This one story has four bedrooms, 2.5 baths, tandem 3 car garage with storage area and second entrance. Mini mud room as you enter from garage. Large primary room with huge walk in closet. Open floor plan with sparkling oversized quartz counters, stainless appliances and lots of storage! Beautiful dark knotty pine features. Upgraded hard wood flooring throughout most of the home. Refrigerator, washer, dryer and gas grill outside included in sale. The grill is built in to the gas line. Covered patio with large, private back yard. Walking distance to elementary school. Conveniently located to the toll road, Preston and 380, and won't be far from the new PGA headquarters. Community has resort style pool, lake, playgrounds and walking trails. All furniture negotiable in sale."
4/1/2021,Frisco,75035,550000,5,4.5,4128,7623,2016,133,14527265,33.1992966,-96.7985336,"Spacious 5 Bedroom NextGen home in Prosper ISD! Open floor plan features wood floors throughout the first floor. Secondary NextGen space downstairs includes separate living area, kitchen, bedroom & bathroom with separate outdoor entrance. Main kitchen features large island, double ovens, under counter lighting & gas cooktop. Enjoy open family room, 2 dining areas & powder bath. Lots of natural light. Primary master suite features wood floors, large soaking tub, separate shower & dual vanities. Upstairs features media room plus a flex space perfect for office or play space. 3 Additional bedrooms & 2 full baths perfect for family! Backyard has tons of space & covered patio area. Don't miss this beautiful home!"
